ite,policy_name,devices,category,num_of_completed_tasks(ALL),num_of_failed_tasks(ALL),num_of_uncompleted_tasks(ALL),num_of_failed_tasks_due_network,average_service_time(ALL),average_processing_time(ALL),average_network_delay(ALL),average_cost,unknown1,num_of_failed_tasks_due_vm_capacity(ALL),num_of_failed_tasks_due_mobility,unknown2,unknown3,unknown4,num_of_completed_tasks(Edge),num_of_failed_tasks(Edge),num_of_uncompleted_tasks(Edge),unknown5,average_service_time(Edge),average_processing_time(Edge),unknown6,average_server_utilization(Edge),num_of_failed_tasks_due_vm_capacity(Edge),unknown7,unknown8,unknown9,unknown10,unknown11,unknown12,unknown13,unknown14,unknown15,num_of_completed_tasks(Mobile),num_of_failed_tasks(Mobile),num_of_uncompleted_tasks(Mobile),unknown16,average_service_time(Mobile),average_processing_time(Mobile),unknown17,average_server_utilization(Mobile),num_of_failed_tasks_due_vm_capacity(Mobile),average_network_delay(LAN_delay),unknown18,unknown19,unknown20,num_of_failed_tasks_due_network(WLAN),num_of_failed_tasks_due_network(MAN),num_of_failed_tasks_due_network(WAN),num_of_failed_tasks_due_network(GSM),unknown21,average_overhead(ns)
ite2,RANDOM,800,ALL_APPS_GENERIC,175519,64288,1371,50013,12.048263482335358,6.6963160933927215,14.239327781716378,0.0,0.0,10916,3359,0.0,0.0,0,65970,53642,600,0,16.615441517116974,2.3761137354006188,0.0,20.036371237458194,270,0,0,0,0,0.0,0.0,0.0,0.0,0,109549,10646,771,0,9.297925871270543,9.297925871270543,0.0,20.382311872909693,10646,14.239327781716378,0.0,0.0,0.0,50013,0,0,0,3131,153.24566839166496
ite2,RANDOM,1000,ALL_APPS_GENERIC,220206,90883,1650,69390,11.244450188379119,6.8168194063803655,12.644811869125832,0.0,0.0,17477,4016,0.0,0.0,0,77106,78502,700,0,15.99623092462,3.3514190554941754,0.0,34.56467391304349,5096,0,0,0,0,0.0,0.0,0.0,0.0,0,143100,12381,950,0,8.684067201316935,8.684067201316935,0.0,19.696063545150505,12381,12.644811869125832,0.0,0.0,0.0,69390,0,0,0,5662,178.68750100453568
ite2,RANDOM,1200,ALL_APPS_GENERIC,242949,125153,2172,87675,13.242517105198965,8.102312126511181,16.380383265132885,0.0,0.0,31033,6445,0.0,0.0,0,76238,109185,1014,0,21.926106986553652,5.545723721420772,0.0,57.44130434782611,15065,0,0,0,0,0.0,0.0,0.0,0.0,0,166711,15968,1158,0,9.27145625513665,9.27145625513665,0.0,20.57614827201786,15968,16.380383265132885,0.0,0.0,0.0,87675,0,0,0,7245,167.2804738903891
ite2,RANDOM,1400,ALL_APPS_GENERIC,276367,166000,2533,111385,13.050979141872176,8.387097919033138,16.7353881758054,0.0,0.0,47742,6873,0.0,0.0,0,77019,146504,1206,0,22.845454666882297,6.110066491076937,0.0,66.9842391304348,28246,0,0,0,0,0.0,0.0,0.0,0.0,0,199348,19496,1327,0,9.266839293663228,9.266839293663228,0.0,21.124844720496874,19496,16.7353881758054,0.0,0.0,0.0,111385,0,0,0,10403,174.48684915466117
ite2,RANDOM,1600,ALL_APPS_GENERIC,295983,197458,2716,130933,13.074323492046366,8.693773722134814,17.36397833866019,0.0,0.0,59200,7325,0.0,0.0,0,74670,175839,1306,0,24.372522736595975,7.008544397935878,0.0,76.09887123745821,37581,0,0,0,0,0.0,0.0,0.0,0.0,0,221313,21619,1410,0,9.262362434221037,9.262362434221037,0.0,20.521852006688952,21619,17.36397833866019,0.0,0.0,0.0,130933,0,0,0,12666,164.10197977063115
ite2,RANDOM,1800,ALL_APPS_GENERIC,333793,232601,2854,149614,12.390659285045574,8.496880907626313,16.60109036714189,0.0,0.0,75821,7166,0.0,0.0,0,78291,209370,1249,0,23.81753047834224,7.216440111200312,0.0,80.09092809364554,52590,0,0,0,0,0.0,0.0,0.0,0.0,0,255502,23231,1605,0,8.889233963152277,8.889233963152277,0.0,20.074005945745093,23231,16.60109036714189,0.0,0.0,0.0,149614,0,0,0,17053,162.2909264575543
ite2,RANDOM,2000,ALL_APPS_GENERIC,359995,268760,3223,152592,12.69901451340763,9.108983879239304,16.443706064602292,0.0,0.0,108567,7601,0.0,0.0,0,78595,241622,1428,0,24.917616499135057,8.47391043453281,0.0,92.15409698996649,81429,0,0,0,0,0.0,0.0,0.0,0.0,0,281400,27138,1795,0,9.286359847209162,9.286359847209162,0.0,20.810387959866205,27138,16.443706064602292,0.0,0.0,0.0,152592,0,0,0,19917,154.47882720614547
ite3,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,57442,6680,325,5729,6.999638303926779,1.3722451541464313,5.627393149780334,0.0,0.0,0,951,0.0,0.0,0,57442,6680,272,0,6.999638303926779,1.3722451541464313,0.0,6.3669732441471565,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,53,0,0.0,0.0,0.0,0.0,0,5.627393149780334,0.0,0.0,0.0,5729,0,0,0,190,766.4663609993449
ite3,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,75758,45297,793,41593,15.083806473721005,2.8373346030368687,12.60554641276208,0.0,0.0,47,3657,0.0,0.0,0,73600,45250,637,0,15.279232397098873,2.673685984336799,0.0,22.63382107023412,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2158,47,156,0,8.418677668989233,8.418677668989233,0.0,0.7247157190635454,47,12.60554641276208,0.0,0.0,0.0,41593,0,0,0,747,948.35302135393
ite3,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,91322,93120,1300,86625,18.63801395908135,5.087428240160653,16.31164437708631,0.0,0.0,553,5942,0.0,0.0,0,75864,92567,1008,0,20.760239854492312,4.44859547740599,0.0,44.727508361203974,0,0,0,0,0,0.0,0.0,0.0,0.0,0,15458,553,292,0,8.222659752233302,8.222659752233302,0.0,3.6968283166109277,553,16.31164437708631,0.0,0.0,0.0,86625,0,0,0,867,894.1004706086467
ite3,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,119304,128410,1647,118605,18.455589152959753,7.592019403429192,17.4179186318773,0.0,0.0,2657,7148,0.0,0.0,0,74410,125753,1178,0,23.9051140987776,6.487195466900302,0.0,66.0984113712375,0,0,0,0,0,0.0,0.0,0.0,0.0,0,44894,2657,469,0,9.423220657875556,9.423220657875556,0.0,8.928670568561868,2657,17.4179186318773,0.0,0.0,0.0,118605,0,0,0,2532,1869.588343815852
ite3,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,144670,166725,1897,156026,16.472302037761683,7.5991312233239805,16.512710759396217,0.0,0.0,3568,7131,0.0,0.0,0,77739,163157,1342,0,23.256933047511037,6.744222288114815,0.0,73.09051003344482,0,0,0,0,0,0.0,0.0,0.0,0.0,0,66931,3568,555,0,8.592090625009654,8.592090625009654,0.0,9.596966555183943,3568,16.512710759396217,0.0,0.0,0.0,156026,0,0,0,4059,2627.1160615937956
ite3,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,180183,187667,2085,171464,16.02762930534163,9.032006386791519,18.36997135306277,0.0,0.0,8802,7401,0.0,0.0,0,68617,178865,1262,0,26.62580477209674,8.255833419033928,0.0,81.95660535117058,0,0,0,0,0,0.0,0.0,0.0,0.0,0,111566,8802,823,0,9.50937996412354,9.50937996412354,0.0,14.741711259754734,8802,18.36997135306277,0.0,0.0,0.0,171464,0,0,0,4775,2108.1766562457524
ite3,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,213115,231805,2202,213862,14.438665394608602,8.551107054727256,17.450515918942624,0.0,0.0,10770,7173,0.0,0.0,0,71902,221035,1313,0,25.473546872475804,8.023030953533244,0.0,83.61981605351168,0,0,0,0,0,0.0,0.0,0.0,0.0,0,141213,10770,889,0,8.819989720119649,8.819989720119649,0.0,14.64993072145245,10770,17.450515918942624,0.0,0.0,0.0,213862,0,0,0,8068,2532.3185606401153
ite3,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,244726,248739,2336,225340,14.127428182412098,8.999733453759125,17.73481754945493,0.0,0.0,16009,7390,0.0,0.0,0,70758,232730,1343,0,26.069499247766437,8.33468169831147,0.0,85.12913879598658,0,0,0,0,0,0.0,0.0,0.0,0.0,0,173968,16009,993,0,9.270229936514363,9.270229936514363,0.0,16.584218227424753,16009,17.73481754945493,0.0,0.0,0.0,225340,0,0,0,10734,3521.4187328381954
ite3,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,287581,273666,2592,245581,13.292917659266669,8.929800758136421,16.995117452850508,0.0,0.0,20649,7436,0.0,0.0,0,73830,253017,1376,0,25.270775307650506,8.275657854800002,0.0,86.22040133779267,0,0,0,0,0,0.0,0.0,0.0,0.0,0,213751,20649,1216,0,9.155742955147511,9.155742955147511,0.0,17.76283723522853,20649,16.995117452850508,0.0,0.0,0.0,245581,0,0,0,13517,3010.91215097809
ite3,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,321576,308602,2901,276247,12.6688094832836,8.80423673780112,17.12678599268596,0.0,0.0,24990,7365,0.0,0.0,0,72562,283612,1402,0,25.45108903687473,8.32430304418887,0.0,87.03306856187294,0,0,0,0,0,0.0,0.0,0.0,0.0,0,249014,24990,1499,0,8.944088106302045,8.944088106302045,0.0,18.2711822742475,24990,17.12678599268596,0.0,0.0,0.0,276247,0,0,0,11695,2308.467344147209
ite3,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,58885,222,272,0,7.883613671344079,7.272143124804181,2.6724889136051213,0.0,0.0,0,222,0.0,0.0,0,13473,222,30,0,5.0724668353983065,2.3999779217931803,0.0,2.8119565217391322,0,0,0,0,0,0.0,0.0,0.0,0.0,0,45412,0,242,0,8.717635104460815,8.717635104460815,0.0,30.52546822742476,0,2.6724889136051213,0.0,0.0,0.0,0,0,0,0,514,467.1115096350686
ite3,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,117460,2843,796,1964,10.002099727013873,7.144739395012441,14.860551011595675,0.0,0.0,0,879,0.0,0.0,0,22585,2843,220,0,18.012642217749047,3.1520912061533286,0.0,6.765091973244149,0,0,0,0,0,0.0,0.0,0.0,0.0,0,94875,0,576,0,8.095189559390667,8.095189559390667,0.0,29.608653846153842,0,14.860551011595675,0.0,0.0,0.0,1964,0,0,0,1079,583.5097212870835
ite3,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,179907,9275,1272,7128,10.772654290749335,7.048477706971147,23.776764138464333,0.0,0.0,4,2143,0.0,0.0,0,28179,9275,450,0,27.68645703720812,3.909692898743866,0.0,12.129974916387956,4,0,0,0,0,0.0,0.0,0.0,0.0,0,151728,0,822,0,7.6314143904510505,7.6314143904510505,0.0,29.224236343366773,0,23.776764138464333,0.0,0.0,0.0,7128,0,0,0,2836,606.7727637935956
ite3,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,233437,16867,1629,13606,10.82200812003791,7.068785716033166,27.529095026822837,0.0,0.0,79,3182,0.0,0.0,0,31826,16867,583,0,32.36081505847942,4.831720031656666,0.0,18.426128762541804,79,0,0,0,0,0.0,0.0,0.0,0.0,0,201611,0,1046,0,7.421925437928111,7.421925437928111,0.0,28.15678093645484,0,27.529095026822837,0.0,0.0,0.0,13606,0,0,0,5154,658.2307394208642
ite3,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,282734,27473,2051,21601,10.78505459035468,7.3710012441888475,29.82262671161526,0.0,0.0,1774,4098,0.0,0.0,0,32367,27473,742,0,37.10577863415247,7.283151922537277,0.0,32.89983277591974,1774,0,0,0,0,0.0,0.0,0.0,0.0,0,250367,0,1309,0,7.382358248082709,7.382358248082709,0.0,27.93149163879596,0,29.82262671161526,0.0,0.0,0.0,21601,0,0,0,8986,691.7354121602672
ite3,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,325206,41227,2396,30699,11.256768570205745,7.947948167912468,31.96056337614936,0.0,0.0,5207,5321,0.0,0.0,0,33668,41227,875,0,42.24339211079329,10.282828734644072,0.0,52.31007525083613,5207,0,0,0,0,0.0,0.0,0.0,0.0,0,291538,0,1521,0,7.678306615453708,7.678306615453708,0.0,28.293350055741353,0,31.96056337614936,0.0,0.0,0.0,30699,0,0,0,11854,652.1763760360011
ite3,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,381810,49830,2715,33774,10.607403917338106,7.771790647284288,31.45363303330086,0.0,0.0,10533,5523,0.0,0.0,0,34421,49830,930,0,43.30563146919052,11.85199843588943,0.0,61.87796822742474,10533,0,0,0,0,0.0,0.0,0.0,0.0,0,347389,0,1785,0,7.367503717382661,7.367503717382661,0.0,27.41393454371716,0,31.45363303330086,0.0,0.0,0.0,33774,0,0,0,17625,714.3686938189231
ite3,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,427281,68509,3188,39872,11.11601789018528,8.276084750322763,35.247029132180785,0.0,0.0,21656,6981,0.0,0.0,0,34427,68509,1090,0,49.337709060473735,14.090679928292953,0.0,73.03586956521737,21656,0,0,0,0,0.0,0.0,0.0,0.0,0,392854,0,2098,0,7.766533954882281,7.766533954882281,0.0,28.927903428093646,0,35.247029132180785,0.0,0.0,0.0,39872,0,0,0,22929,856.9817120151677
ite3,MOBILE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,482151,79414,3539,42498,10.72760080986855,8.18699867247721,35.36853557617792,0.0,0.0,29614,7302,0.0,0.0,0,34634,79414,1205,0,51.870358908399226,16.501823332221583,0.0,85.51923076923079,29614,0,0,0,0,0.0,0.0,0.0,0.0,0,447517,0,2334,0,7.543502141025674,7.543502141025674,0.0,28.35044035674471,0,35.36853557617792,0.0,0.0,0.0,42498,0,0,0,29397,895.8860096337913
ite3,MOBILE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,522497,98384,4018,49998,10.863245005104519,8.446694595950916,38.16122160158047,0.0,0.0,40935,7451,0.0,0.0,0,33087,98384,1300,0,55.641039125976015,17.47981752439564,0.0,91.79439799331102,40935,0,0,0,0,0.0,0.0,0.0,0.0,0,489410,0,2718,0,7.8360022555135895,7.8360022555135895,0.0,29.29769899665551,0,38.16122160158047,0.0,0.0,0.0,49998,0,0,0,35397,974.3473564177355
ite3,RANDOM,200,ALL_APPS_GENERIC,57084,2801,217,0,5.836034267418063,5.157202868893678,1.3057828397818452,0.0,0.0,2602,199,0.0,0.0,0,29676,199,53,0,2.6091242313191767,1.3033413915373306,0.0,2.9667642140468233,0,0,0,0,0,0.0,0.0,0.0,0.0,0,27408,2602,164,0,9.329969696171373,9.329969696171373,0.0,20.52274247491639,2602,1.3057828397818452,0.0,0.0,0.0,0,0,0,0,199,113.38413626116724
ite3,RANDOM,400,ALL_APPS_GENERIC,112704,9086,595,3351,7.77168203875999,5.1342384705171344,5.264144366005685,0.0,0.0,4927,808,0.0,0.0,0,56467,4159,248,0,6.7159468319772095,1.4518024659715238,0.0,6.5476588628762515,0,0,0,0,0,0.0,0.0,0.0,0.0,0,56237,4927,347,0,8.831735027386781,8.831735027386781,0.0,19.677332775919737,4927,5.264144366005685,0.0,0.0,0.0,3351,0,0,0,2120,266.8573938747024
ite3,RANDOM,600,ALL_APPS_GENERIC,153313,33036,1134,22967,10.69607242392094,5.5239095422960425,11.727052084808264,0.0,0.0,7700,2369,0.0,0.0,0,67618,25336,545,0,13.372645462665895,1.645593377857621,0.0,10.800041806020067,0,0,0,0,0,0.0,0.0,0.0,0.0,0,85695,7700,589,0,8.584111215754174,8.584111215754174,0.0,19.613807134894078,7700,11.727052084808264,0.0,0.0,0.0,22967,0,0,0,1934,131.40562600282266
ite3,RANDOM,800,ALL_APPS_GENERIC,192188,57699,1373,43426,11.073514193116246,6.136753552405049,12.358975029204656,0.0,0.0,10737,3536,0.0,0.0,0,76769,47873,631,0,14.736905263183502,2.377930233978874,0.0,21.25518394648829,911,0,0,0,0,0.0,0.0,0.0,0.0,0,115419,9826,742,0,8.636871447485172,8.636871447485172,0.0,19.614648829431452,9826,12.358975029204656,0.0,0.0,0.0,43426,0,0,0,3692,149.2914357289495
ite3,RANDOM,1000,ALL_APPS_GENERIC,213751,91565,1649,68175,12.12299861434194,7.369444588749616,13.700406214934276,0.0,0.0,19007,4383,0.0,0.0,0,74164,78250,773,0,17.502880376171824,3.802474161237548,0.0,38.085618729096986,5692,0,0,0,0,0.0,0.0,0.0,0.0,0,139587,13315,876,0,9.26461243952371,9.26461243952371,0.0,20.558331103678924,13315,13.700406214934276,0.0,0.0,0.0,68175,0,0,0,5688,163.90970666457048
ite3,RANDOM,1200,ALL_APPS_GENERIC,243795,131018,2173,94930,12.931369524174034,7.779915354242228,16.99618054969359,0.0,0.0,29894,6194,0.0,0.0,0,73893,114714,1062,0,21.880212531164986,4.884031981471311,0.0,52.45004180602008,13590,0,0,0,0,0.0,0.0,0.0,0.0,0,169902,16304,1111,0,9.039379692885447,9.039379692885447,0.0,20.49754459308808,16304,16.99618054969359,0.0,0.0,0.0,94930,0,0,0,8817,170.15118739211286
ite3,RANDOM,1400,ALL_APPS_GENERIC,276124,159132,2465,111617,12.527872341219062,7.820796725518247,16.66457095814753,0.0,0.0,40643,6872,0.0,0.0,0,77994,141924,1156,0,22.188030409011517,5.523459450863937,0.0,59.97562709030101,23435,0,0,0,0,0.0,0.0,0.0,0.0,0,198130,17208,1309,0,8.725144998871013,8.725144998871013,0.0,19.625391782130926,17208,16.66457095814753,0.0,0.0,0.0,111617,0,0,0,10898,165.40182099729813
ite3,RANDOM,1600,ALL_APPS_GENERIC,305590,190671,2719,117108,12.769867835442144,8.458028255800865,16.28966926457947,0.0,0.0,66335,7228,0.0,0.0,0,80889,170797,1264,0,23.1122920172268,6.822622752647291,0.0,72.91776755852837,46461,0,0,0,0,0.0,0.0,0.0,0.0,0,224701,19874,1455,0,9.046749782383255,9.046749782383255,0.0,20.025794314381272,19874,16.28966926457947,0.0,0.0,0.0,117108,0,0,0,14637,195.1467030453733
ite3,RANDOM,1800,ALL_APPS_GENERIC,334657,236210,2971,142474,12.637564109481747,8.787045870450665,16.33603633725996,0.0,0.0,86222,7514,0.0,0.0,0,78881,211852,1310,0,23.962850022052834,7.626813684792843,0.0,83.71408862876258,61864,0,0,0,0,0.0,0.0,0.0,0.0,0,255776,24358,1661,0,9.144860032204978,9.144860032204978,0.0,20.780373467112597,24358,16.33603633725996,0.0,0.0,0.0,142474,0,0,0,16640,163.47048086507016
ite3,RANDOM,2000,ALL_APPS_GENERIC,355672,262109,3162,157677,12.526816452345162,8.884561260350633,16.427606440019872,0.0,0.0,97161,7271,0.0,0.0,0,78858,235632,1446,0,24.22921363233443,7.801607192314581,0.0,86.98545150501668,70684,0,0,0,0,0.0,0.0,0.0,0.0,0,276814,26477,1716,0,9.193070193775865,9.193070193775865,0.0,20.276168896321064,26477,16.427606440019872,0.0,0.0,0.0,157677,0,0,0,19224,160.43972216691677
ite4,EDGE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,51429,9322,453,7911,11.288304975173553,1.8256358832186987,9.463957230954593,0.0,0.0,0,1411,0.0,0.0,0,51422,9322,387,0,11.289057247805127,1.8251000168505525,0.0,8.371195652173911,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,0,66,0,5.762110223620108,5.762110223620108,0.0,0.0023578595317725755,0,9.463957230954593,0.0,0.0,0.0,7911,0,0,0,63,376.97578640680814
ite4,EDGE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,72968,47437,743,43014,16.59305638941722,2.495315492484494,14.307944221756244,0.0,0.0,44,4379,0.0,0.0,0,71896,47393,606,0,16.71898081700109,2.411036595244843,0.0,21.6233695652174,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1072,44,137,0,8.147662130489989,8.147662130489989,0.0,0.5126003344481606,44,14.307944221756244,0.0,0.0,0.0,43014,0,0,0,181,501.52705452431377
ite4,EDGE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,92711,88995,1370,82661,17.822059022204837,5.483993532547958,15.348250182637104,0.0,0.0,657,5677,0.0,0.0,0,74528,88338,1022,0,20.077807104471407,4.729556921834298,0.0,47.1811872909699,0,0,0,0,0,0.0,0.0,0.0,0.0,0,18183,657,348,0,8.576258380112542,8.576258380112542,0.0,4.404726867335562,657,15.348250182637104,0.0,0.0,0.0,82661,0,0,0,435,778.9235028012283
ite4,EDGE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,106377,133290,1671,124884,19.138622251795553,7.007392208950187,18.10824188967596,0.0,0.0,1660,6746,0.0,0.0,0,71265,131630,1217,0,24.152681335718047,6.044439446042088,0.0,62.054264214046796,0,0,0,0,0,0.0,0.0,0.0,0.0,0,35112,1660,454,0,8.961847342484203,8.961847342484203,0.0,6.749046822742477,1660,18.10824188967596,0.0,0.0,0.0,124884,0,0,0,1133,1054.3265656097835
ite4,EDGE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,148606,162784,1902,151114,16.67566528213341,8.034168068940046,17.129914960766836,0.0,0.0,4478,7192,0.0,0.0,0,74967,158306,1227,0,24.52653118280627,7.39661622203944,0.0,76.06091137123752,0,0,0,0,0,0.0,0.0,0.0,0.0,0,73639,4478,675,0,8.683217476273057,8.683217476273057,0.0,10.64886956521738,4478,17.129914960766836,0.0,0.0,0.0,151114,0,0,0,2793,1770.7194450688846
ite4,EDGE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,176032,190111,2170,174533,16.08263770652991,8.892019166719122,17.935739770166553,0.0,0.0,8092,7486,0.0,0.0,0,70573,182019,1341,0,25.982995782153758,8.047256011987322,0.0,81.58954849498325,0,0,0,0,0,0.0,0.0,0.0,0.0,0,105459,8092,829,0,9.457333365781109,9.457333365781109,0.0,13.797168338907463,8092,17.935739770166553,0.0,0.0,0.0,174533,0,0,0,3671,1913.1958196660867
ite4,EDGE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,206524,220350,2154,203540,14.681863217025622,8.577726069638365,16.71928515837986,0.0,0.0,9426,7384,0.0,0.0,0,75401,210924,1383,0,24.684674827737183,7.965389669357321,0.0,83.29025919732437,0,0,0,0,0,0.0,0.0,0.0,0.0,0,131123,9426,771,0,8.929844133727796,8.929844133727796,0.0,13.721000955566168,9426,16.71928515837986,0.0,0.0,0.0,203540,0,0,0,5619,2248.816482146957
ite4,EDGE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,254238,248492,2523,226212,13.57192110114093,8.66215888181627,16.570618581378227,0.0,0.0,14807,7473,0.0,0.0,0,75329,233685,1423,0,24.73467025389182,8.16405167251355,0.0,85.63143812709023,0,0,0,0,0,0.0,0.0,0.0,0.0,0,178909,14807,1100,0,8.871885155897347,8.871885155897347,0.0,16.07970317725753,14807,16.570618581378227,0.0,0.0,0.0,226212,0,0,0,9725,2880.7993773993994
ite4,EDGE_UTIL_HEURISTIC,1800,ALL_APPS_GENERIC,285810,276998,2874,248253,13.434667465187616,9.063827368820688,17.48470625698236,0.0,0.0,21440,7305,0.0,0.0,0,71447,255558,1413,0,25.896262979041303,8.411556722058908,0.0,86.22830267558534,0,0,0,0,0,0.0,0.0,0.0,0.0,0,214363,21440,1461,0,9.281228603638212,9.281228603638212,0.0,18.1258900037161,21440,17.48470625698236,0.0,0.0,0.0,248253,0,0,0,12917,2990.9122276158123
ite4,EDGE_UTIL_HEURISTIC,2000,ALL_APPS_GENERIC,325180,304037,2825,269851,13.003194552780023,9.198917636008629,17.40299881542608,0.0,0.0,26804,7382,0.0,0.0,0,71084,277233,1368,0,25.958979605094108,8.55598078966803,0.0,87.3125,0,0,0,0,0,0.0,0.0,0.0,0.0,0,254096,26804,1457,0,9.378780848279824,9.378780848279824,0.0,19.223362876254175,26804,17.40299881542608,0.0,0.0,0.0,269851,0,0,0,17098,3302.2789006018593
ite4,MOBILE_UTIL_HEURISTIC,200,ALL_APPS_GENERIC,60416,150,294,0,7.467957242311549,6.851720011902031,2.8831865958663956,0.0,0.0,0,150,0.0,0.0,0,12913,150,35,0,5.294848937362015,2.411662341495622,0.0,2.672909698996656,0,0,0,0,0,0.0,0.0,0.0,0.0,0,47503,0,259,0,8.0586851445875,8.0586851445875,0.0,29.258010033444805,0,2.8831865958663956,0.0,0.0,0.0,0,0,0,0,117,289.51944985635504
ite4,MOBILE_UTIL_HEURISTIC,400,ALL_APPS_GENERIC,118197,1545,584,901,7.960603861289683,6.286987626565462,10.066480998203692,0.0,0.0,0,644,0.0,0.0,0,19651,1545,134,0,13.023563692136287,2.95708269393257,0.0,5.297115384615384,0,0,0,0,0,0.0,0.0,0.0,0.0,0,98546,0,450,0,6.951002014071488,6.951002014071488,0.0,25.479707357859535,0,10.066480998203692,0.0,0.0,0.0,901,0,0,0,885,475.60238679828296
ite4,MOBILE_UTIL_HEURISTIC,600,ALL_APPS_GENERIC,179824,9295,1375,7078,10.746758839686265,7.195334842866631,21.81862893078541,0.0,0.0,0,2217,0.0,0.0,0,29270,9295,534,0,25.87551111999637,4.056882189210946,0.0,12.697198996655514,0,0,0,0,0,0.0,0.0,0.0,0.0,0,150554,0,841,0,7.80549803462839,7.80549803462839,0.0,30.04610925306575,0,21.81862893078541,0.0,0.0,0.0,7078,0,0,0,2591,410.3737593790153
ite4,MOBILE_UTIL_HEURISTIC,800,ALL_APPS_GENERIC,228549,19097,1569,16048,10.91344713718025,7.070824070325848,30.489781256302024,0.0,0.0,167,2882,0.0,0.0,0,28804,19097,552,0,35.234479668550634,4.744698412248508,0.0,17.935953177257527,167,0,0,0,0,0.0,0.0,0.0,0.0,0,199745,0,1017,0,7.406260368882824,7.406260368882824,0.0,28.002253344481616,0,30.489781256302024,0.0,0.0,0.0,16048,0,0,0,4848,544.6579795353044
ite4,MOBILE_UTIL_HEURISTIC,1000,ALL_APPS_GENERIC,265103,36267,2247,28430,12.473773596636335,8.593271247349445,31.96212062085971,0.0,0.0,3219,4618,0.0,0.0,0,32186,36267,820,0,40.91539765225246,8.953277031392924,0.0,43.839423076923055,3219,0,0,0,0,0.0,0.0,0.0,0.0,0,232917,0,1427,0,8.543523284919818,8.543523284919818,0.0,30.8079364548495,0,31.96212062085971,0.0,0.0,0.0,28430,0,0,0,7695,595.8879350963931
ite4,MOBILE_UTIL_HEURISTIC,1200,ALL_APPS_GENERIC,344915,36859,2234,26718,10.025384827854957,7.2520150630118065,28.26012090285894,0.0,0.0,6286,3855,0.0,0.0,0,33849,36859,695,0,37.19630015996106,8.936179257101916,0.0,43.47717391304347,6286,0,0,0,0,0.0,0.0,0.0,0.0,0,311066,0,1539,0,7.068750823892917,7.068750823892917,0.0,27.283174470457066,0,28.26012090285894,0.0,0.0,0.0,26718,0,0,0,12556,728.1141644009283
ite4,MOBILE_UTIL_HEURISTIC,1400,ALL_APPS_GENERIC,381602,51373,2788,32349,11.123905487984851,7.914285313884698,35.420268882182455,0.0,0.0,12207,6817,0.0,0.0,0,34579,51373,1012,0,47.84340304904773,12.423134166865223,0.0,65.2221153846154,12207,0,0,0,0,0.0,0.0,0.0,0.0,0,347023,0,1776,0,7.465002458030139,7.465002458030139,0.0,27.875623506927862,0,35.420268882182455,0.0,0.0,0.0,32349,0,0,0,16819,803.009642589064
ite4,MOBILE_UTIL_HEURISTIC,1600,ALL_APPS_GENERIC,410537,68637,3181,40708,11.427426009412143,8.55981818277095,34.38256759129012,0.0,0.0,21382,6547,0.0,0.0,0,34240,68637,1206,0,49.089320583754876,14.706752992464594,0.0,77.21734949832775,21382,0,0,0,0,0.0,0.0,0.0,0.0,0,376297,0,1975,0,8.000496562125813,8.000496562125813,0.0,28.70940635451506,0,34.38256759129012,0.0,0.0,0.0,40708,0,0,0,19835,765.1474349609954
